STATEFP,COUNTYFP,STATE,COUNTY,Any_poultry,ER2023,A1B45,A1B85,A245,A285,B145,B185,B245,B285
20,113,Kansas,McPherson,78,14.66792435,12.92853246,11.27954721,13.1603264,11.43390927,12.71967659,11.06770123,13.30984688,11.82514107
20,115,Kansas,Marion,56,18.10623928,14.78048569,13.03953279,14.87835021,13.16280664,14.41136435,12.68507355,13.82738407,12.02082612
20,117,Kansas,Marshall,28,6.884965255,13.4192414,12.59617481,13.47338058,12.53200936,13.45215111,12.45165976,13.42712952,12.38402271
20,119,Kansas,Meade,25,9.745579131,12.21551959,11.51195511,12.4092025,11.8255056,11.57462422,10.75005703,11.60017778,10.567974
20,121,Kansas,Miami,239,16.14083131,13.69001482,12.21848144,13.91535576,12.40838883,14.02662844,12.69254344,13.31375633,11.8110516
20,123,Kansas,Mitchell,23,15.66585726,15.86576204,14.11041023,15.8333317,14.06227082,15.56346307,13.91107075,15.67734947,13.88135909
20,125,Kansas,Montgomery,97,9.251839742,10.87800917,8.680538272,12.05717454,9.381607705,10.98508323,9.035906548,11.0920005,8.966202159
20,127,Kansas,Morris,37,11.16914833,14.74606748,13.03391316,14.83290944,13.14813921,14.34500544,12.68993593,12.14186018,11.17796362
20,129,Kansas,Morton,16,5.281782845,9.985635975,10.17709747,10.29362805,10.36868663,9.890218747,10.09538599,9.817685986,9.926254858
20,131,Kansas,Nemaha,47,10.34190363,13.30333599,12.17781446,13.35510344,12.21310542,13.35085788,12.12491275,13.17193048,11.98616311
20,133,Kansas,Neosho,67,26.20742655,13.19434054,10.91735651,13.51517754,11.37912988,13.71735819,11.56782452,12.45186971,10.26390757
20,135,Kansas,Ness,8,3.394052271,12.64752316,11.99936927,12.85848995,12.22474798,12.66140828,11.92735409,12.25160592,11.56461099
20,137,Kansas,Norton,19,18.02701054,13.62412266,12.92711362,13.78082261,13.10136354,12.94683022,12.33818661,12.54362597,11.88714286
20,139,Kansas,Osage,106,20.18874684,12.41003427,11.4467864,14.74548816,12.92150107,14.41212413,12.65543182,12.19355328,11.23818333
20,141,Kansas,Osborne,9,3.405129741,13.86358747,12.72293041,13.88881567,12.7453907,13.66769646,12.55032467,13.34647961,12.23298771
20,143,Kansas,Ottawa,38,15.26760199,13.78513064,12.3608489,13.82993393,12.37951325,13.76556344,12.44685681,13.56829414,12.09592379
20,145,Kansas,Pawnee,8,5.023808393,13.41079707,12.10772774,13.55258047,12.2358869,13.01378744,11.68788245,12.74018204,11.56515172
20,147,Kansas,Phillips,36,12.7372876,13.9403226,13.63444305,13.84861775,13.55606972,13.4150112,13.1869646,13.14913575,12.86920408
20,149,Kansas,Pottawatomie,84,20.13080787,15.06842853,13.08111022,15.33095696,13.26645496,14.96254087,13.03920537,13.96020165,12.03288474
20,151,Kansas,Pratt,20,12.66859492,12.57265451,11.33707749,12.54867702,11.29717171,12.09099401,10.90394532,11.57373084,10.6858201
20,153,Kansas,Rawlins,9,13.64924224,10.97389015,12.3673121,10.97034924,12.23354636,10.71430672,12.08592688,11.06914727,12.13760056
20,155,Kansas,Reno,155,18.57474333,13.9183778,11.59653676,14.03061299,11.64719557,13.40538037,11.23381234,13.03824717,11.15495712
20,157,Kansas,Republic,11,14.84341783,14.60840627,13.82259498,14.5794158,13.82592033,14.75538779,13.94245169,14.54799512,13.73879459
20,159,Kansas,Rice,29,8.04444976,12.56722354,11.15166036,12.6089759,11.25492419,12.12335276,10.72143356,11.67503514,10.47532797
20,161,Kansas,Riley,55,10.30641767,14.61973103,12.37781068,14.540983,12.29375973,14.39028199,12.3529194,13.4602926,11.50531359
20,163,Kansas,Rooks,9,20.82915014,14.57989532,13.6265606,14.53022475,13.54864638,14.00579275,13.09645514,13.59785758,12.69646617
20,165,Kansas,Rush,14,5.721826779,13.86523561,12.9697309,14.44382279,13.40095741,13.65594204,12.61985669,13.98412902,13.18459901
20,167,Kansas,Russell,20,15.26826512,14.97575684,13.21990074,14.95045963,13.27421441,14.4044512,12.63252614,14.10382087,12.42148201
20,169,Kansas,Saline,38,10.93233851,14.98312866,12.24311018,15.73990595,12.55852426,14.10664757,11.76002024,12.86506556,10.86168508
20,171,Kansas,Scott,11,15.45155113,13.1593195,12.37715288,13.1290345,12.30952992,13.12555797,12.38038528,12.50284174,11.87845623
20,173,Kansas,Sedgwick,129,25.05709089,17.19725256,13.08821548,17.04264227,13.07027667,17.35588255,13.15847307,16.71647803,12.46857692
20,175,Kansas,Seward,20,21.35138601,11.58696712,10.97605383,11.59121205,10.97040628,11.56198744,10.87985606,11.26628891,10.52879172
20,177,Kansas,Shawnee,104,16.60695074,16.42930267,12.69468212,18.13592828,14.23681546,16.42753042,12.98803387,15.29505791,12.1787548
20,179,Kansas,Sheridan,15,10.08676295,11.52569967,12.12920345,11.66464232,12.22821173,11.57331601,11.90796106,11.28653641,11.27066004
20,181,Kansas,Sherman,18,13.78488641,13.77144156,13.70272656,13.14348709,13.73470672,13.83823155,13.75309353,13.29211674,13.05604929
20,183,Kansas,Smith,25,5.3740455,14.03140863,13.29304381,13.99581928,13.20133857,13.41983938,12.813748,12.72004817,12.06921266
20,185,Kansas,Stafford,16,24.92100408,14.35555173,12.42695188,14.62290848,12.69948062,13.978529,12.02861612,13.86375828,11.67294508
20,187,Kansas,Stanton,1,12.62450753,10.6606667,11.22088889,10.98773085,11.54888991,10.58329799,11.11476216,10.21904628,10.47965473
20,189,Kansas,Stevens,19,16.24518163,11.02530049,11.05691371,11.05121877,11.14520191,11.02589183,11.01229363,10.33565374,10.2697106
20,191,Kansas,Sumner,104,13.89302781,12.90795653,10.73197239,12.65914227,10.58175606,12.7883887,10.77002982,12.8052418,10.64602819
20,193,Kansas,Thomas,38,5.519215029,13.08382605,13.20399358,14.30130255,14.11193864,13.71077445,13.78610394,13.47151267,13.25258277
20,195,Kansas,Trego,7,15.7042587,13.45260693,12.58306375,13.56289852,12.63726336,13.11360894,12.13580713,12.62979046,11.66338521
20,197,Kansas,Wabaunsee,57,8.719821851,13.25748677,11.46410089,13.43234618,11.61172264,13.04051356,11.26734703,11.48793999,10.39986152
20,199,Kansas,Wallace,6,6.823093079,10.35854667,11.15229127,10.36879606,11.27053588,10.39900872,11.08400731,10.28319759,10.69031932
20,201,Kansas,Washington,24,9.12017766,14.55258652,13.75634363,14.52050217,13.78185204,14.06029337,13.17440404,14.00018565,13.14047802
20,203,Kansas,Wichita,5,5.198964295,11.90809939,12.31245598,11.92313325,12.33862441,11.63282467,12.14564133,11.08480595,11.41715463
20,205,Kansas,Wilson,25,12.72996731,10.16729911,8.645979033,11.71514986,9.546301235,11.53031416,9.622979359,10.52833402,9.146270558
20,207,Kansas,Woodson,21,19.63645513,11.62769333,10.34086538,13.97755717,12.33578298,13.87230202,11.91579505,11.42355697,10.13834742
20,209,Kansas,Wyandotte,26,22.86615999,18.52711413,16.39044653,18.61061747,16.33238228,18.4443308,16.0484468,17.96651511,15.64097485
21,1,Kentucky,Adair,176,4.203018203,11.54874719,10.16403264,13.08697173,11.07648464,10.83535367,9.877112347,10.9556338,9.8212333
21,3,Kentucky,Allen,157,3.853161635,10.98134778,9.490814949,12.17513772,10.17157968,10.7376958,9.389244822,10.72966301,9.471432695
21,5,Kentucky,Anderson,165,7.066669934,12.92036256,11.67034594,14.30699848,12.66913421,9.715569829,9.536428767,9.561762545,9.405754857
21,7,Kentucky,Ballard,42,14.77715259,15.25231618,12.52346391,14.95124848,12.28010885,14.21283024,11.57458586,14.07684366,11.49523806
21,9,Kentucky,Barren,169,6.647181598,12.50099502,10.51914517,13.41782199,11.13441789,11.87772719,10.14446236,11.30197464,9.928764929
21,11,Kentucky,Bath,80,5.004686606,11.58091179,11.42221758,14.06213673,13.22808587,10.40861309,10.77534766,10.33353098,10.70604685
21,13,Kentucky,Bell,14,1.833989167,8.297375902,8.099661115,8.287243766,8.081743163,8.351109662,8.129007901,8.374884938,8.179295415
21,15,Kentucky,Boone,112,11.37690181,15.9925615,14.95918134,16.52442244,15.447309,16.03534895,14.94419641,15.62920558,14.47410029
21,17,Kentucky,Bourbon,120,5.011807705,13.62978433,12.11196977,14.3746555,12.68368156,11.91532652,10.83939996,11.37817871,10.6992551
21,19,Kentucky,Boyd,45,3.20303164,13.09315927,11.84363472,13.48315522,12.15769341,12.06104413,11.20750491,11.76956033,10.95605576
21,21,Kentucky,Boyle,63,6.318434704,13.423689,11.36516922,14.01784507,11.51173744,12.98964144,11.05925022,11.35961032,10.3013226
21,23,Kentucky,Bracken,66,6.804760624,12.49849002,12.25059215,14.66362759,14.12687028,10.66410819,10.92098019,10.56454879,10.86763144
21,25,Kentucky,Breathitt,26,0,8.268902916,8.329905657,8.22620828,8.298753862,8.248369253,8.32181152,8.145441866,8.316033624
21,27,Kentucky,Breckinridge,137,2.459992999,13.33483888,12.04733329,13.83543699,12.34826718,11.92519124,10.83692908,10.87794224,10.25441625
21,29,Kentucky,Bullitt,110,8.209417819,12.56814869,10.58411298,12.99432936,11.24183201,12.29182488,10.41847797,11.43650598,10.07430892
21,31,Kentucky,Butler,83,2.217679656,12.90906843,11.05899944,13.6839398,11.78461013,11.14491782,9.982331748,10.89821402,9.783344826
21,33,Kentucky,Caldwell,44,15.77966427,12.52858457,10.81892675,13.78265523,11.67114501,11.21753754,9.748880636,10.49209727,9.406392833
21,35,Kentucky,Calloway,62,6.673126901,13.70772465,11.51706646,13.91853321,11.53135137,13.45493607,11.26731231,11.44102958,9.882006158
21,37,Kentucky,Campbell,93,13.51687682,15.12784052,14.12691984,15.91298526,15.00396513,14.92189843,13.99664308,14.48739365,13.46879282
21,39,Kentucky,Carlisle,32,5.3045789,14.09486018,11.54083315,14.11549457,11.44116488,12.69313142,10.59489208,12.62400412,10.85944899
21,41,Kentucky,Carroll,20,13.22703735,12.2802449,11.48137947,13.50867973,12.51876723,11.00525432,10.80642576,11.05422207,10.9008671
21,43,Kentucky,Carter,117,2.287894731,8.848329836,9.079111153,9.683933467,9.625707466,8.846572386,9.086359312,8.854140206,9.039751978
21,45,Kentucky,Casey,114,4.80376125,10.39811256,9.451200115,11.69519577,10.37231631,9.784481128,9.260077265,9.030891177,8.686593416
21,47,Kentucky,Christian,131,8.308096866,11.91593749,10.27210509,12.30528077,10.68372391,11.8202487,10.08650454,10.7290549,9.264234647
21,49,Kentucky,Clark,100,13.05971703,13.1320558,11.60377933,12.87865478,11.40673487,12.32227412,10.84261739,9.833010878,9.469392366
21,51,Kentucky,Clay,34,0.70114473,8.72342831,8.604269843,8.428458213,8.486471935,8.575120371,8.493022804,8.7103381,8.558242035
21,53,Kentucky,Clinton,37,5.402855511,10.58211089,9.846942481,10.88114763,10.03131608,10.58894572,9.913821108,10.30399634,9.679433148
21,55,Kentucky,Crittenden,59,6.830393655,13.63905724,11.75915945,13.95767824,11.97098238,12.80562698,11.18691118,11.76442986,10.48100946
21,57,Kentucky,Cumberland,71,0,10.10769294,9.070517057,10.22024452,9.26200675,9.708593838,8.870381826,9.557205228,8.791979732
21,59,Kentucky,Daviess,99,10.89950833,15.78978253,12.72407935,16.14779519,12.91125843,15.47252573,12.61371495,14.58298955,12.07943985
21,61,Kentucky,Edmonson,98,1.583596205,10.87409876,9.933290262,12.17346106,10.63528961,10.88711487,9.937144979,10.85091642,9.904563332
21,63,Kentucky,Elliott,57,23.23180705,9.285717923,9.220740989,8.867270445,9.087134516,9.25966327,9.204226458,8.991388699,8.975828232
21,65,Kentucky,Estill,43,1.39615699,9.663407566,9.555373961,11.03128947,10.23879897,9.200239564,9.234823158,9.120566722,9.154691837
21,67,Kentucky,Fayette,85,18.95630043,13.95068901,12.52932098,14.0786094,12.50946821,13.96898062,12.58621299,14.33522462,12.82626965
21,69,Kentucky,Fleming,79,5.865358429,12.1409416,11.29233652,13.34824317,12.51198744,10.16219043,10.03557252,9.320048994,9.546932147
21,71,Kentucky,Floyd,10,4.9294767,8.680889771,8.422423106,8.574709712,8.353768378,8.753471649,8.510494807,8.777748941,8.564339313
21,73,Kentucky,Franklin,90,12.03666924,13.46462839,11.68120966,14.38183529,12.6753635,12.96506516,11.17353357,12.207476,10.84437422
21,75,Kentucky,Fulton,12,19.62462585,14.089863,11.39366015,14.14021381,11.54479603,13.54638689,10.99514648,13.95045088,11.41464271
21,77,Kentucky,Gallatin,37,9.140712092,11.69770905,11.61259978,13.89803452,13.25026067,11.58000819,11.54091624,11.54601957,11.51943443
21,79,Kentucky,Garrard,62,2.704399275,11.19657853,10.31481451,13.28670974,11.41553913,10.0720642,9.623471154,9.866434334,9.499953922
21,81,Kentucky,Grant,106,3.833232625,11.60033256,10.73340479,13.02681208,12.11427545,9.931625677,9.747672065,9.362204021,9.377032986
21,83,Kentucky,Graves,153,2.038952611,12.92772782,10.97513897,13.2581389,11.38071525,11.87873435,9.879839249,10.10245486,8.995368144
21,85,Kentucky,Grayson,183,5.86211462,12.45009012,10.91588907,13.33638822,11.77877926,11.99354679,10.51258683,10.89322252,10.08930058
21,87,Kentucky,Green,95,2.040546394,11.65583473,9.966042112,12.82982454,10.86709157,10.33915155,9.384472622,9.847174822,9.246650342
21,89,Kentucky,Greenup,77,3.778034124,11.22766855,11.08737422,10.87789821,10.91854637,11.08507188,10.97313811,10.99408111,10.9201114
21,91,Kentucky,Hancock,63,9.621742706,13.60370712,11.84509357,14.27523167,12.47535149,12.82044663,11.30017317,12.37904511,11.19841339
21,93,Kentucky,Hardin,193,10.5364331,12.62609761,10.49699664,13.4094492,11.41274541,12.69694845,10.36531069,11.56720853,9.990867561
21,95,Kentucky,Harlan,12,0.560915784,8.124720973,8.38417636,8.397884414,8.574008376,8.219058874,8.48178941,8.147843652,8.486981137
21,97,Kentucky,Harrison,148,2.515039151,13.50203131,12.51253568,14.38415122,13.05883789,11.58370948,10.86374318,10.16586098,10.03074471
21,99,Kentucky,Hart,220,12.83864815,10.57267789,9.496653946,12.21577647,10.58563995,9.962784815,9.255419775,9.671511549,9.037506106
21,101,Kentucky,Henderson,28,19.84428606,15.7894923,12.8615355,16.19033596,13.13581394,15.88611686,12.97067128,14.60568848,12.36952707
21,103,Kentucky,Henry,88,6.401346014,13.21969364,11.90386247,14.21748249,12.62866844,12.95913905,11.61932937,11.41927433,10.56273529
21,105,Kentucky,Hickman,36,0,13.83663316,11.21778504,13.94412271,11.47623938,12.6639394,10.30144846,12.74181945,10.58775331
21,107,Kentucky,Hopkins,102,11.1628614,12.76991992,10.69640923,13.61480423,11.2647805,12.32717851,10.25883807,12.13590454,10.30643815
21,109,Kentucky,Jackson,69,2.858670348,8.575919845,8.839674334,9.104105112,9.244569552,8.45023745,8.681464357,8.484146438,8.693650079
21,111,Kentucky,Jefferson,52,17.07798618,16.66277323,14.64739304,16.76367738,14.54656793,16.55249808,14.60979127,16.09709956,14.56342174
21,113,Kentucky,Jessamine,96,14.52037643,13.98819986,11.99812563,14.44077946,12.46171294,13.51719428,11.79893187,12.96872541,11.14456836
21,115,Kentucky,Johnson,67,5.345791697,8.57745474,8.357620278,8.521098918,8.364158778,8.618058516,8.379142715,8.595561149,8.395933685
21,117,Kentucky,Kenton,67,14.12997209,16.41289989,15.11868995,16.80275076,15.24687859,15.95728299,14.68946019,15.73276118,14.48858902
21,119,Kentucky,Knott,10,0,8.27007187,8.495771905,8.160012287,8.364561114,8.299614148,8.530556265,8.179375872,8.475066336
21,121,Kentucky,Knox,56,4.460558599,9.09711544,8.96130363,9.183746467,9.055563799,9.096983022,8.944792229,9.031752787,8.859342626
21,123,Kentucky,Larue,116,6.906968324,13.25798409,11.45422485,13.81704696,11.76345228,11.27289445,9.872672753,9.788284463,9.240054421
21,125,Kentucky,Laurel,156,4.766311123,10.36251287,9.972398076,11.24997998,10.67129156,10.41030771,9.961055921,10.21387027,9.874176857
21,127,Kentucky,Lawrence,57,5.310355877,8.439841464,8.421441091,8.777313018,8.667881363,8.418497993,8.415214827,8.435504807,8.42287086
21,129,Kentucky,Lee,33,0,8.671686824,8.778541387,9.152485152,9.232551363,8.707337021,8.803351749,8.522424936,8.644495737
21,131,Kentucky,Leslie,13,0,8.267423629,8.488794321,8.249230685,8.479112909,8.273398506,8.496561251,8.272249733,8.495522518
21,133,Kentucky,Letcher,30,3.235441084,7.995042434,8.364597646,7.918940813,8.295688393,7.963141098,8.362168705,8.041389923,8.458065521
21,135,Kentucky,Lewis,63,2.306486788,10.57929091,10.97716672,10.82863818,11.1501829,10.37141933,10.81230213,10.41468534,10.81293616
21,137,Kentucky,Lincoln,124,5.895680028,11.42399195,10.29482059,12.2957434,10.74647086,10.08328297,9.475572665,9.607589362,9.382340948
21,139,Kentucky,Livingston,43,8.36156214,12.95736065,11.2581326,13.91987235,11.86179845,12.75533754,11.16755809,12.0961926,10.76545626
21,141,Kentucky,Logan,99,6.550787344,12.63029283,10.85641442,13.29863893,11.30906215,11.95683044,10.55564585,10.91793858,9.555545407
21,143,Kentucky,Lyon,25,7.723817697,11.68968714,10.55416717,13.53200168,11.8371943,11.25988503,10.25914156,11.52180048,10.4683358
21,145,Kentucky,McCracken,36,6.350404036,15.05037643,12.07898865,15.55547588,12.46539911,14.37538544,11.79516903,13.79105872,11.25644348
21,147,Kentucky,McCreary,29,2.33125053,8.714900351,8.102455315,9.328918302,8.821867201,8.638663411,8.010220477,8.658648141,8.1076912
21,149,Kentucky,McLean,65,4.87735079,14.91864106,12.19802101,14.86285512,12.00299522,15.10390671,12.29934118,14.00089709,11.92558765
21,151,Kentucky,Madison,207,11.61560132,12.49837617,10.89149788,13.17110109,11.84545337,11.57912642,10.35757534,10.07524114,9.670090841
21,153,Kentucky,Magoffin,38,0.584287273,8.783978901,8.647569848,8.30074372,8.463497126,8.68115965,8.593037661,8.691941761,8.590778332
21,155,Kentucky,Marion,62,12.94840346,11.99559111,10.40008695,13.25162626,11.58359166,10.10266948,9.344291759,9.61882395,9.212041431
21,157,Kentucky,Marshall,86,9.544472619,12.70517086,10.69447022,13.80518531,11.25599356,12.302717,10.54261277,11.75689365,10.19348458
21,159,Kentucky,Martin,11,0,8.254031455,8.184297403,8.258147131,8.259615704,8.300925284,8.209841892,8.397947841,8.300797317
21,161,Kentucky,Mason,40,8.737970955,13.93290345,13.51891427,15.06107401,14.30991817,11.69500428,11.74535267,11.27078896,11.49855598
21,163,Kentucky,Meade,102,1.764655004,13.8334962,12.30975331,14.36918747,12.83132484,11.72353124,10.95396554,11.77317556,10.94040954
21,165,Kentucky,Menifee,23,4.347392055,8.909101205,9.065100442,9.835984143,9.891089586,8.945591592,9.075960688,8.831133211,8.956570059
21,167,Kentucky,Mercer,141,18.7738847,13.13261969,11.45847701,14.81175306,12.77520707,11.29895323,10.56234071,10.970848,10.41612751
21,169,Kentucky,Metcalfe,86,9.314911784,11.24018072,9.738501801,12.45326079,10.83059195,9.946485263,9.265381914,9.695434681,9.075396119
21,171,Kentucky,Monroe,54,2.936767523,9.927082333,9.005930141,10.7674816,9.539471983,9.492711386,8.83561917,9.304471294,8.68153329
21,173,Kentucky,Montgomery,63,4.091914782,12.51857234,11.14463053,13.36907846,11.77816628,10.68107795,9.910573493,9.888573052,9.600322121
21,175,Kentucky,Morgan,64,0,8.610049651,8.698467108,9.232743293,9.264492387,8.68221233,8.719923831,8.733596802,8.744786034
21,177,Kentucky,Muhlenberg,48,8.603892887,13.0935157,10.95778468,13.09368628,10.94554265,12.34908049,10.50947691,11.69669031,10.23233616
21,179,Kentucky,Nelson,213,6.501430906,11.85262816,10.54393926,12.27330722,10.86211851,10.83063876,9.625407287,10.05531666,9.314080495
21,181,Kentucky,Nicholas,58,3.50572364,14.23288488,12.93808236,14.83086699,13.33556471,11.30943385,10.50903496,10.31046265,9.941938484
21,183,Kentucky,Ohio,101,6.700735911,12.91632464,10.84905646,14.11801799,11.69120841,11.45702716,9.928946835,11.15981242,9.775820266
21,185,Kentucky,Oldham,85,10.79526734,16.1708314,14.01007247,16.86655015,14.27014518,15.37895893,13.40843609,14.38683239,12.48251144
21,187,Kentucky,Owen,105,5.075747263,12.93759357,11.78791761,13.44385141,12.44053472,9.85538128,9.700337037,9.107536694,9.155594706
21,189,Kentucky,Owsley,8,0,8.374316791,8.577810162,8.599419064,8.683578823,8.844180946,8.77827415,8.272011488,8.467110047
21,191,Kentucky,Pendleton,131,6.583452593,11.563431,11.02211712,13.44822414,12.74156339,9.936941693,10.01009436,9.31008489,9.571533161
21,193,Kentucky,Perry,13,4.612973562,8.533456632,8.592096979,8.454388394,8.515635007,8.600969038,8.644611239,8.641411282,8.714741657
21,195,Kentucky,Pike,16,2.325002677,8.326092711,8.449644377,8.52454242,8.570748834,8.358420731,8.516623388,8.388237981,8.617079878
21,197,Kentucky,Powell,28,3.115938151,8.981877002,9.09127909,9.587477042,9.541352802,8.967737151,9.096874393,8.943343817,9.111457675
21,199,Kentucky,Pulaski,191,6.869702275,10.54146995,9.975677524,11.52575609,10.63674516,10.24842271,9.893764465,10.45111104,9.896586906
21,201,Kentucky,Robertson,16,2.532892303,12.89631251,11.6105922,14.38435489,12.9858764,10.67258409,10.31557751,10.19695023,9.94223753
21,203,Kentucky,Rockcastle,75,27.34022631,9.902079107,9.360098498,10.94626893,10.08369201,9.62201946,9.243126844,9.126888248,8.849251845
21,205,Kentucky,Rowan,47,17.81323208,10.68676553,10.65539306,10.89893597,10.93972766,10.54276077,10.55548106,10.47777356,10.48341953
21,207,Kentucky,Russell,57,11.07590624,11.84650758,10.73167927,12.6429666,11.32056865,11.43385799,10.46143289,11.60953346,10.58991735
21,209,Kentucky,Scott,92,10.95406446,13.47052766,11.98986397,14.06310317,12.40540866,12.73808851,11.27287391,10.25344321,9.864163581
21,211,Kentucky,Shelby,198,21.9256676,12.27922903,11.1523761,12.64749204,11.25573575,12.49032043,11.24515276,11.33258631,10.34577331
21,213,Kentucky,Simpson,60,10.62726316,13.11947406,10.94326348,13.52135548,11.27326131,12.86247352,10.81144316,11.84825739,9.875389334
21,215,Kentucky,Spencer,79,5.583046654,13.60952847,12.45456906,14.94675989,13.34745109,11.54596658,10.86822289,10.59901373,10.46231384
21,217,Kentucky,Taylor,89,10.25038798,12.58365481,10.95138403,13.69288393,11.49047806,12.27912611,10.78203755,11.16968466,10.30284363
21,219,Kentucky,Todd,80,21.2115581,12.52133595,10.86321226,13.06743976,11.2577001,11.58489346,10.16434267,10.35000596,9.472804834
21,221,Kentucky,Trigg,70,8.662593172,11.55884393,10.37179912,13.44538813,11.6998244,11.15757223,10.21912314,11.30262586,10.29081741
21,223,Kentucky,Trimble,53,0.864932544,13.143457,12.19315317,14.33094988,13.3766317,11.98139225,11.51369799,12.38075422,11.84871511
21,225,Kentucky,Union,15,9.91164249,15.45774576,12.47331937,15.49409452,12.57228745,15.49946299,12.44262198,14.83400506,12.42795279
21,227,Kentucky,Warren,177,11.73117108,12.21432758,10.44157303,12.87372058,10.90700947,11.65422684,9.832797917,11.04777053,9.468489822
21,229,Kentucky,Washington,108,6.009811948,13.17223986,11.67086752,14.35843482,12.357719,10.26772274,9.599624313,9.461916886,9.277284923
21,231,Kentucky,Wayne,74,6.188146727,10.66740043,9.784474909,10.81177944,9.935142717,10.85423994,9.945025943,10.93632365,10.06007182
21,233,Kentucky,Webster,52,2.8975879,13.79871983,11.54235608,14.50065708,11.9698686,14.54493339,12.02856882,12.55790794,10.67276508
21,235,Kentucky,Whitley,104,2.469652184,9.345810495,9.154244659,9.618477001,9.345192701,9.36608018,9.099632617,9.383173596,9.279989479
21,237,Kentucky,Wolfe,37,0.525558978,8.850095945,8.864981834,8.633234503,8.820416528,8.541683408,8.72457561,8.639661531,8.729542472
21,239,Kentucky,Woodford,54,7.332499651,13.4681398,12.15781211,13.61506443,12.11762789,13.69963445,12.18064059,11.05167795,10.50393407
22,1,Louisiana,Acadia,60,5.269875833,9.390823644,9.438421517,9.289603336,9.260988339,9.045014712,9.395180071,8.047354122,8.339303437
22,3,Louisiana,Allen,52,3.818636391,7.029980796,7.218577773,7.226598084,7.590646705,6.738234927,6.826177651,6.62382806,6.725229946
22,5,Louisiana,Ascension,46,4.979662147,7.518362662,7.53446519,7.532236632,7.627220087,7.271758186,7.281459765,7.251640573,7.259795466
22,7,Louisiana,Assumption,8,3.225447431,9.139026575,9.151429969,9.425917663,9.413610794,8.267478285,8.478721218,8.303641081,8.445314151
22,9,Louisiana,Avoyelles,87,4.355716115,8.578685736,8.640476743,8.547170458,8.718047644,8.555727473,8.791057647,8.787359584,8.938200526
22,11,Louisiana,Beauregard,157,3.349686576,6.754227815,7.087569623,7.666220533,8.135090897,6.791393694,7.051520109,6.671936597,6.933834723
22,13,Louisiana,Bienville,31,0.696545383,8.275429571,8.101561613,8.276082284,8.127616136,8.176937057,8.01285559,7.925721801,7.863330929
22,15,Louisiana,Bossier,92,12.82522664,8.382681497,7.914722781,8.676982165,8.128676342,8.143465149,7.827300406,8.099795021,7.783347572
22,17,Louisiana,Caddo,95,8.388618925,9.334654224,8.920195335,9.535506221,9.083298609,9.158310781,8.55999667,8.986253125,8.361475713
22,19,Louisiana,Calcasieu,127,5.647033753,7.585125282,7.145109091,8.056424735,7.626638115,6.9148963,6.710567231,6.127573889,6.298921141
22,21,Louisiana,Caldwell,42,1.698505911,8.495298019,8.592621432,9.423985606,9.4399712,8.069210538,8.182361666,8.05196564,8.153071405
22,23,Louisiana,Cameron,11,7.732717187,6.448904979,6.936426515,6.669267345,7.180053174,6.362075108,6.764191299,6.58291659,6.95085082
22,25,Louisiana,Catahoula,28,1.332164599,10.14517451,10.16601166,10.21975973,10.26415214,9.689138284,9.846634004,9.464511139,9.629712615
22,27,Louisiana,Claiborne,63,2.82560199,8.140557839,7.848741598,8.037661654,7.757457192,8.035503433,7.75088223,7.749904824,7.606345201
22,29,Louisiana,Concordia,4,6.472883602,8.929198343,9.103305021,9.15206234,9.256733172,9.145154647,9.160333029,9.159457053,9.236413663
22,31,Louisiana,De Soto,93,2.155402851,7.397198793,7.296108324,7.4699813,7.270648817,7.528269973,7.400276731,7.282559065,7.210681784
22,33,Louisiana,East Baton Rouge,77,7.484820466,9.607617759,9.250399112,9.44432695,9.048861852,9.48402478,9.206371162,9.399280858,9.131997213
22,35,Louisiana,East Carroll,3,1.93274735,9.933268876,9.924284169,9.987472374,9.926004362,10.4544575,10.38554129,10.43422674,10.26618894
22,37,Louisiana,East Feliciana,71,1.102229196,7.468859615,7.390323744,7.561068856,7.647117691,7.602486221,7.404295777,7.641076867,7.438156318
22,39,Louisiana,Evangeline,41,2.984788908,8.800624602,9.050129743,9.431140954,9.650607327,8.204143796,8.54213337,8.197051253,8.550847762
22,41,Louisiana,Franklin,27,13.08800707,9.395069375,9.517702466,9.578528774,9.615943968,9.393588198,9.606549183,9.438013286,9.674506625
22,43,Louisiana,Grant,47,0.396400094,7.667645226,7.797675052,7.674911343,7.801347339,8.000074021,7.996413028,8.125933581,8.10496813
22,45,Louisiana,Iberia,36,2.931440314,5.813006284,6.556479641,5.786836858,6.628017937,5.80602044,6.524415361,5.968258648,6.697405948
22,47,Louisiana,Iberville,8,6.007756361,7.541922341,7.679405263,8.074805428,8.184102066,6.689851714,7.137766798,6.911615514,7.35433699
22,49,Louisiana,Jackson,48,8.006439088,7.901647137,7.729492594,7.828551512,7.668120334,7.926404044,7.737181662,7.699402808,7.602387949
22,51,Louisiana,Jefferson,0,5.065671402,5.975209828,6.791251138,6.345839361,7.161196852,6.153791574,6.962051455,6.442019235,7.097946676
22,53,Louisiana,Jefferson Davis,73,10.24327565,8.681999093,8.679242633,9.23978603,9.260607741,8.374140987,8.528427116,7.672368009,7.972318544
22,55,Louisiana,Lafayette,99,1.6653718,9.437760787,9.064093489,9.502743096,9.035105062,8.971768855,8.597420445,8.028701648,8.033221285
