STATEFP,COUNTYFP,STATE,COUNTY,Longitude,Latitude,Poultry,2099A1B45,2099A245,2099B145,2099B245,2099A1B85,2099A285,2099B185,2099B285
20,121,Kansas,Miami,-94.83809035,38.56353696,239,-2.450816482,-2.225475551,-2.114202865,-2.827074974,-3.922349864,-3.732442474,-3.448287867,-4.329779705
20,123,Kansas,Mitchell,-98.20937021,39.3932691,23,0.199904776,0.167474443,-0.102394188,0.011492215,-1.555447031,-1.603586433,-1.75478651,-1.784498168
20,125,Kansas,Montgomery,-95.74287583,37.19251855,97,1.626169433,2.805334801,1.733243491,1.840160762,-0.571301471,0.129767962,-0.215933194,-0.285637583
20,127,Kansas,Morris,-96.64989251,38.68742883,37,3.576919145,3.66376111,3.175857113,0.972711846,1.864764828,1.97899088,1.520787594,0.00881529
20,129,Kansas,Morton,-101.7992491,37.19138845,16,4.70385313,5.011845203,4.608435903,4.535903142,4.89531462,5.08690378,4.813603141,4.644472013
20,131,Kansas,Nemaha,-96.01407871,39.78341407,47,2.961432363,3.013199807,3.008954255,2.83002685,1.83591083,1.871201788,1.783009119,1.644259485
20,133,Kansas,Neosho,-95.30678526,37.55849006,67,-13.01308601,-12.69224902,-12.49006836,-13.75555685,-15.29007004,-14.82829668,-14.63960203,-15.94351899
20,135,Kansas,Ness,-99.91614643,38.47941666,8,9.253470888,9.464437678,9.267356007,8.857553654,8.605317003,8.830695709,8.533301819,8.170558723
20,137,Kansas,Norton,-99.90347671,39.78438129,19,-4.402887877,-4.246187933,-5.080180324,-5.483384567,-5.099896918,-4.925646997,-5.688823927,-6.139867676
20,139,Kansas,Osage,-95.72690352,38.65231789,106,-7.778712568,-5.443258685,-5.776622711,-7.995193564,-8.741960446,-7.267245778,-7.533315026,-8.950563514
20,141,Kansas,Osborne,-98.76794653,39.35033062,9,10.45845773,10.48368593,10.26256672,9.941349866,9.317800673,9.340260964,9.145194931,8.827857968
20,143,Kansas,Ottawa,-97.65020369,39.13253891,38,-1.482471347,-1.437668052,-1.502038548,-1.699307845,-2.906753088,-2.888088737,-2.820745176,-3.171678199
20,145,Kansas,Pawnee,-99.23671113,38.18132303,8,8.386988677,8.528772075,7.989979048,7.716373643,7.083919347,7.212078505,6.664074062,6.541343323
20,147,Kansas,Phillips,-99.34700402,39.78456928,36,1.203035004,1.111330156,0.677723605,0.411848156,0.897155447,0.818782125,0.449677003,0.131916486
20,149,Kansas,Pottawatomie,-96.34235354,39.37900117,84,-5.062379336,-4.799850908,-5.168267,-6.170606221,-7.049697651,-6.864352904,-7.091602502,-8.097923127
20,151,Kansas,Pratt,-98.73962274,37.64773176,20,-0.095940409,-0.119917898,-0.577600911,-1.09486408,-1.331517436,-1.371423217,-1.764649606,-1.982774823
20,153,Kansas,Rawlins,-101.0764572,39.78520531,9,-2.675352097,-2.678893,-2.934935521,-2.580094968,-1.281930139,-1.41569588,-1.563315362,-1.511641679
20,155,Kansas,Reno,-98.08598412,37.95296006,155,-4.656365533,-4.544130335,-5.169362954,-5.53649616,-6.978206563,-6.92754776,-7.340930989,-7.419786208
20,157,Kansas,Republic,-97.65061686,39.82776593,11,-0.235011555,-0.264002027,-0.088030035,-0.295422703,-1.020822845,-1.017497499,-0.90096614,-1.104623237
20,159,Kansas,Rice,-98.20098232,38.34717711,29,4.522773783,4.564526142,4.078902996,3.630585384,3.107210598,3.21047443,2.676983805,2.430878213
20,161,Kansas,Riley,-96.73517263,39.29657172,55,4.313313365,4.234565329,4.083864321,3.153874933,2.071393011,1.987342056,2.046501731,1.198895926
20,163,Kansas,Rooks,-99.32501931,39.3502274,9,-6.249254822,-6.298925392,-6.823357389,-7.231292564,-7.202589541,-7.28050376,-7.732695003,-8.132683977
20,165,Kansas,Rush,-99.30915132,38.52312682,14,8.143408832,8.721996009,7.934115259,8.262302236,7.247904123,7.679130631,6.898029913,7.462772235
20,167,Kansas,Russell,-98.76238773,38.91480601,20,-0.292508284,-0.317805496,-0.863813928,-1.164444258,-2.048364385,-1.994050715,-2.635738985,-2.846783117
20,169,Kansas,Saline,-97.64996305,38.78381844,38,4.050790146,4.807567444,3.174309057,1.932727055,1.310771667,1.626185755,0.827681727,-0.070653433
20,171,Kansas,Scott,-100.9068612,38.48217666,11,-2.292231629,-2.322516634,-2.32599316,-2.948709391,-3.074398252,-3.14202121,-3.071165847,-3.573094898
20,173,Kansas,Sedgwick,-97.46098332,37.68476794,129,-7.859838334,-8.014448621,-7.701208337,-8.340612865,-11.96887542,-11.98681423,-11.89861782,-12.58851397
20,175,Kansas,Seward,-100.8512824,37.19329316,20,-9.764418882,-9.760173959,-9.789398566,-10.08509709,-10.37533217,-10.38097973,-10.47152995,-10.82259429
20,177,Kansas,Shawnee,-95.75651666,39.041512,104,-0.177648066,1.528977538,-0.179420317,-1.311892827,-3.912268614,-2.370135274,-3.618916868,-4.428195936
20,179,Kansas,Sheridan,-100.4418411,39.35034914,15,1.438936712,1.57787937,1.48655306,1.199773453,2.042440493,2.14144878,1.821198105,1.183897087
20,181,Kansas,Sherman,-101.7199859,39.35143638,18,-0.013444849,-0.641399324,0.053345135,-0.492769676,-0.082159854,-0.050179691,-0.03179288,-0.728837129
20,183,Kansas,Smith,-98.78546367,39.78516203,25,8.657363128,8.621773778,8.045793883,7.346002667,7.918998311,7.82729307,7.4397025,6.695167164
20,185,Kansas,Stafford,-98.71742594,38.03098114,16,-10.56545235,-10.2980956,-10.94247508,-11.0572458,-12.4940522,-12.22152346,-12.89238796,-13.248059
20,187,Kansas,Stanton,-101.7842142,37.56300461,1,-1.963840826,-1.636776682,-2.041209541,-2.405461251,-1.403618644,-1.075617623,-1.509745373,-2.144852803
20,189,Kansas,Stevens,-101.3120592,37.19233926,19,-5.219881136,-5.193962862,-5.219289799,-5.909527887,-5.188267916,-5.099979723,-5.232887997,-5.975471026
20,191,Kansas,Sumner,-97.47654171,37.23731258,104,-0.98507128,-1.233885533,-1.104639108,-1.087786008,-3.161055416,-3.311271753,-3.122997981,-3.246999615
20,193,Kansas,Thomas,-101.0555454,39.35093673,38,7.564611016,8.782087525,8.191559422,7.952297637,7.684778552,8.592723607,8.266888908,7.733367746
20,195,Kansas,Trego,-99.87282632,38.9143019,7,-2.251651772,-2.141360177,-2.59064976,-3.074468241,-3.121194949,-3.066995339,-3.568451565,-4.040873486
20,197,Kansas,Wabaunsee,-96.20498923,38.95327763,57,4.537664921,4.71252433,4.320691705,2.768118138,2.744279043,2.89190079,2.547525181,1.680039666
20,199,Kansas,Wallace,-101.7636185,38.91666497,6,3.535453592,3.545702985,3.575915642,3.460104513,4.329198196,4.447442801,4.260914229,3.867226238
20,201,Kansas,Washington,-97.08753547,39.78417568,24,5.432408861,5.400324514,4.940115711,4.880007991,4.636165973,4.661674383,4.054226384,4.020300366
20,203,Kansas,Wichita,-101.3473783,38.48207278,5,6.709135097,6.724168961,6.433860381,5.885841661,7.113491682,7.139660113,6.946677038,6.218190335
20,205,Kansas,Wilson,-95.74341974,37.55926348,25,-2.562668196,-1.014817453,-1.199653148,-2.201633291,-4.083988274,-3.183666073,-3.106987952,-3.583696751
20,207,Kansas,Woodson,-95.74013073,37.8866991,21,-8.008761802,-5.658897964,-5.764153111,-8.212898168,-9.295589748,-7.300672157,-7.720660084,-9.498107711
20,209,Kansas,Wyandotte,-94.76455016,39.11461267,26,-4.339045858,-4.255542515,-4.421829185,-4.89964488,-6.475713452,-6.533777705,-6.817713186,-7.225185141
21,1,Kentucky,Adair,-85.28062294,37.10416861,176,7.345728987,8.883953527,6.632335469,6.752615602,5.961014435,6.873466435,5.674094144,5.618215098
21,3,Kentucky,Allen,-86.19041451,36.75125307,157,7.128186147,8.321976085,6.884534165,6.876501373,5.637653314,6.31841804,5.536083187,5.61827106
21,5,Kentucky,Anderson,-84.9909989,38.00392551,165,5.853692627,7.240328541,2.648899894,2.49509261,4.603676011,5.602464273,2.469758832,2.339084923
21,7,Kentucky,Ballard,-88.99945287,37.05852884,42,0.475163584,0.174095881,-0.564322354,-0.700308929,-2.253688682,-2.497043745,-3.202566728,-3.281914535
21,9,Kentucky,Barren,-85.93366047,36.96558653,169,5.853813422,6.770640397,5.230545596,4.654793045,3.871963577,4.487236289,3.497280763,3.281583332
21,11,Kentucky,Bath,-83.74267642,38.14495587,80,6.576225181,9.057450121,5.403926486,5.32884437,6.417530977,8.223399258,5.770661052,5.701360245
21,13,Kentucky,Bell,-83.67408242,36.73064645,14,6.463386734,6.453254598,6.517120495,6.540895769,6.265671947,6.247753996,6.295018735,6.345306247
21,15,Kentucky,Boone,-84.72783721,38.96985935,112,4.615659693,5.147520631,4.658447139,4.252303773,3.582279536,4.070407193,3.567294601,3.097198486
21,17,Kentucky,Bourbon,-84.2171497,38.20673508,120,8.617976628,9.362847795,6.903518814,6.366371008,7.10016207,7.671873852,5.827592259,5.687447393
21,19,Kentucky,Boyd,-82.68775397,38.35957324,45,9.890127628,10.28012358,8.85801249,8.566528693,8.640603078,8.954661768,8.004473266,7.753024123
21,21,Kentucky,Boyle,-84.86684244,37.62438486,63,7.105254294,7.699410364,6.671206734,5.041175621,5.046734516,5.193302738,4.740815518,3.9828879
21,23,Kentucky,Bracken,-84.09014517,38.68879552,66,5.693729393,7.858866959,3.859347568,3.759788166,5.44583153,7.322109651,4.116219566,4.062870816
21,25,Kentucky,Breathitt,-83.32406251,37.52161605,26,8.268902917,8.22620828,8.248369254,8.145441866,8.329905657,8.298753862,8.321811521,8.316033623
21,27,Kentucky,Breckinridge,-86.42930466,37.77337493,137,10.87484588,11.37544399,9.465198239,8.417949239,9.587340295,9.888274183,8.376936086,7.794423252
21,29,Kentucky,Bullitt,-85.69585827,37.97007355,110,4.358730867,4.784911538,4.082407063,3.227088161,2.374695162,3.03241419,2.209060145,1.864891098
21,31,Kentucky,Butler,-86.6816328,37.207292,83,10.69138878,11.46626015,8.927238163,8.680534363,8.841319781,9.566930479,7.764652093,7.565665169
21,33,Kentucky,Caldwell,-87.86785392,37.14536614,44,-3.251079708,-1.997009044,-4.562126734,-5.28756701,-4.960737522,-4.108519265,-6.030783638,-6.373271441
21,35,Kentucky,Calloway,-88.27225382,36.62104366,62,7.034597748,7.245406313,6.781809167,4.767902683,4.843939561,4.858224471,4.594185413,3.208879257
21,37,Kentucky,Campbell,-84.3795161,38.9465132,93,1.610963703,2.396108443,1.405021607,0.970516828,0.610043022,1.487088315,0.479766255,-0.048083998
21,39,Kentucky,Carlisle,-88.97098426,36.85319978,32,8.790281283,8.810915664,7.388552524,7.319425225,6.236254252,6.136585978,5.290313185,5.554870086
21,41,Kentucky,Carroll,-85.12357099,38.66783818,20,-0.946792449,0.281642381,-2.221783027,-2.172815282,-1.745657883,-0.70827012,-2.420611587,-2.326170249
21,43,Kentucky,Carter,-83.04953183,38.31818596,117,6.560435105,7.396038736,6.558677655,6.566245475,6.79121642,7.337812735,6.798464581,6.751857248
21,45,Kentucky,Casey,-84.92832008,37.32232422,114,5.594351308,6.891434519,4.98071988,4.227129928,4.647438866,5.568555058,4.456316016,3.882832167
21,47,Kentucky,Christian,-87.49042957,36.89414584,131,3.607840629,3.997183904,3.512151837,2.420958037,1.96400822,2.375627043,1.77840767,0.956137781
21,49,Kentucky,Clark,-84.14742484,37.97082296,100,0.072338775,-0.181062248,-0.737442909,-3.226706147,-1.455937696,-1.652982151,-2.217099632,-3.590324659
21,51,Kentucky,Clay,-83.71464555,37.15969672,34,8.022283579,7.727313483,7.873975643,8.00919337,7.903125112,7.785327205,7.791878073,7.857097305
21,53,Kentucky,Clinton,-85.13617224,36.72744061,37,5.179255381,5.478292117,5.186090206,4.90114083,4.444086972,4.628460573,4.510965596,4.276577637
21,55,Kentucky,Crittenden,-88.09719838,37.35272188,59,6.808663585,7.127284588,5.975233323,4.9340362,4.92876579,5.140588722,4.356517525,3.650615809
21,57,Kentucky,Cumberland,-85.38851285,36.78659719,71,10.10769294,10.22024452,9.708593837,9.557205227,9.070517057,9.262006749,8.870381826,8.791979732
21,59,Kentucky,Daviess,-87.08725561,37.73177029,99,4.890274207,5.248286867,4.573017403,3.683481225,1.824571028,2.011750102,1.714206627,1.179931527
21,61,Kentucky,Edmonson,-86.23842354,37.20880162,98,9.290502552,10.58986485,9.303518663,9.267320211,8.349694058,9.051693402,8.353548773,8.320967127
21,63,Kentucky,Elliott,-83.09762086,38.11790501,57,-13.94608913,-14.3645366,-13.97214378,-14.24041835,-14.01106606,-14.14467253,-14.02758059,-14.25597882
21,65,Kentucky,Estill,-83.96431455,37.69244247,43,8.267250576,9.635132486,7.804082574,7.724409733,8.159216972,8.84264198,7.838666168,7.758534848
21,67,Kentucky,Fayette,-84.45872772,38.04230787,85,-5.005611413,-4.877691027,-4.98731981,-4.621075804,-6.426979445,-6.446832218,-6.370087432,-6.130030775
21,69,Kentucky,Fleming,-83.69665579,38.37012052,79,6.275583173,7.482884746,4.296832002,3.454690566,5.426978089,6.646629015,4.170214088,3.681573718
21,71,Kentucky,Floyd,-82.74570339,37.55711685,10,3.751413071,3.645233012,3.823994949,3.848272242,3.492946406,3.424291678,3.581018108,3.634862613
21,73,Kentucky,Franklin,-84.87704537,38.23917181,90,1.427959159,2.345166055,0.928395926,0.170806766,-0.355459571,0.63869427,-0.863135663,-1.192295018
21,75,Kentucky,Fulton,-89.18736229,36.55404205,12,-5.534762853,-5.484412039,-6.078238954,-5.674174967,-8.2309657,-8.079829812,-8.62947937,-8.20998314
21,77,Kentucky,Gallatin,-84.85932253,38.7568776,37,2.556996953,4.757322425,2.439296103,2.405307475,2.471887687,4.109548577,2.400204145,2.378722335
21,79,Kentucky,Garrard,-84.53765861,37.63959535,62,8.492179255,10.58231047,7.367664923,7.162035059,7.610415229,8.711139855,6.919071879,6.795554648
21,81,Kentucky,Grant,-84.62458216,38.64881447,106,7.767099932,9.193579454,6.098393051,5.528971397,6.900172162,8.281042822,5.914439439,5.543800361
21,83,Kentucky,Graves,-88.65120043,36.72310294,153,10.88877521,11.21918629,9.839781741,8.063502253,8.936186362,9.341762644,7.840886639,6.956415533
21,85,Kentucky,Grayson,-86.3439139,37.46081614,183,6.587975501,7.474273604,6.131432173,5.031107902,5.053774453,5.916664641,4.650472212,4.22718596
21,87,Kentucky,Green,-85.55312161,37.26403478,95,9.615288333,10.78927815,8.298605159,7.806628428,7.925495719,8.826545175,7.343926226,7.206103948
21,89,Kentucky,Greenup,-82.92234361,38.54569237,77,7.44963443,7.099864085,7.307037754,7.216046988,7.309340099,7.140512251,7.195103983,7.142077282
21,91,Kentucky,Hancock,-86.7779109,37.84148962,63,3.981964416,4.653488959,3.198703921,2.757302405,2.223350859,2.853608787,1.67843046,1.576670681
21,93,Kentucky,Hardin,-85.96340961,37.69792546,193,2.089664512,2.873016101,2.160515348,1.030775426,-0.039436466,0.876312306,-0.171122417,-0.545565544
21,95,Kentucky,Harlan,-83.21799289,36.85694582,12,7.563805189,7.83696863,7.658143089,7.586927869,7.823260575,8.013092592,7.920873627,7.926065352
21,97,Kentucky,Harrison,-84.33135834,38.44182066,148,10.98699216,11.86911207,9.068670333,7.650821834,9.997496532,10.54379874,8.348704027,7.515705563
21,99,Kentucky,Hart,-85.8846898,37.29992785,220,-2.265970257,-0.62287168,-2.875863334,-3.167136601,-3.341994203,-2.253008202,-3.583228373,-3.801142045
21,101,Kentucky,Henderson,-87.57294645,37.79576696,28,-4.054793761,-3.653950098,-3.9581692,-5.238597578,-6.98275056,-6.708472119,-6.873614773,-7.474758988
21,103,Kentucky,Henry,-85.11891641,38.44846638,88,6.818347625,7.816136479,6.557793032,5.017928315,5.502516451,6.227322422,5.217983361,4.161389273
21,105,Kentucky,Hickman,-88.97614446,36.67812949,36,13.83663316,13.94412271,12.6639394,12.74181945,11.21778504,11.47623938,10.30144846,10.58775331
21,107,Kentucky,Hopkins,-87.54083703,37.30883005,102,1.607058522,2.451942827,1.164317108,0.973043137,-0.466452169,0.101919101,-0.904023328,-0.85642325
21,109,Kentucky,Jackson,-84.00575474,37.4197674,69,5.717249497,6.245434764,5.591567101,5.62547609,5.981003988,6.385899205,5.822794007,5.834979731
21,111,Kentucky,Jefferson,-85.65913825,38.18717436,52,-0.415212951,-0.314308796,-0.525488099,-0.980886614,-2.430593137,-2.531418247,-2.468194906,-2.514564438
21,113,Kentucky,Jessamine,-84.58094905,37.87202484,96,-0.532176569,-0.079596969,-1.003182146,-1.551651012,-2.522250803,-2.058663488,-2.721444561,-3.375808071
21,115,Kentucky,Johnson,-82.83150446,37.84662686,67,3.231663043,3.175307221,3.272266818,3.249769451,3.011828582,3.01836708,3.033351018,3.050141989
21,117,Kentucky,Kenton,-84.53331237,38.93339666,67,2.282927795,2.672778673,1.827310902,1.602789088,0.988717857,1.116906502,0.559488106,0.358616925
21,119,Kentucky,Knott,-82.95414361,37.35404608,10,8.27007187,8.160012288,8.299614147,8.179375871,8.495771905,8.364561115,8.530556265,8.475066335
21,121,Kentucky,Knox,-83.85404073,36.89064781,56,4.63655684,4.723187868,4.636424423,4.571194187,4.500745029,4.5950052,4.484233631,4.398784028
21,123,Kentucky,Larue,-85.69792203,37.54579402,116,6.351015765,6.910078634,4.365926126,2.88131614,4.547256522,4.85648396,2.965704428,2.333086097
21,125,Kentucky,Laurel,-84.11780397,37.11067308,156,5.596201749,6.483668853,5.643996591,5.447559144,5.206086953,5.904980442,5.194744798,5.107865733
21,127,Kentucky,Lawrence,-82.73476738,38.06787159,57,3.129485588,3.466957143,3.108142115,3.125148929,3.111085213,3.357525486,3.104858951,3.112514984
21,129,Kentucky,Lee,-83.71619565,37.59480246,33,8.671686823,9.152485152,8.707337022,8.522424936,8.778541387,9.232551363,8.80335175,8.644495737
21,131,Kentucky,Leslie,-83.38112683,37.09406877,13,8.267423629,8.249230685,8.273398506,8.272249733,8.488794321,8.479112909,8.49656125,8.495522518
21,133,Kentucky,Letcher,-82.8553121,37.12117647,30,4.759601349,4.68349973,4.727700015,4.805948838,5.129156563,5.060247311,5.126727622,5.222624437
21,135,Kentucky,Lewis,-83.37805569,38.53150532,63,8.272804116,8.522151393,8.064932542,8.108198557,8.670679932,8.843696116,8.505815339,8.506449376
21,137,Kentucky,Lincoln,-84.66084657,37.45537272,124,5.52831192,6.400063377,4.187602943,3.711909333,4.39914056,4.850790833,3.579892637,3.486660919
21,139,Kentucky,Livingston,-88.35372682,37.20960912,43,4.595798514,5.55831021,4.393775399,3.734630463,2.896570462,3.500236312,2.805995955,2.403894125
21,141,Kentucky,Logan,-86.87892772,36.85968515,99,6.079505481,6.747851587,5.406043096,4.367151234,4.305627074,4.758274804,4.004858503,3.004758064
21,143,Kentucky,Lyon,-88.08321367,37.01909993,25,3.965869447,5.808183983,3.536067332,3.797982785,2.830349471,4.113376607,2.535323858,2.744518102
21,145,Kentucky,McCracken,-88.71276624,37.05395842,36,8.699972392,9.205071848,8.024981409,7.44065468,5.728584616,6.11499507,5.444764988,4.906039448
21,147,Kentucky,McCreary,-84.48421769,36.73711248,29,6.383649822,6.997667773,6.30741288,6.32739761,5.771204786,6.490616671,5.678969947,5.77644067
21,149,Kentucky,McLean,-87.26360723,37.52918965,65,10.04129027,9.985504332,10.22655592,9.123546299,7.320670225,7.12564443,7.421990394,7.048236865
21,151,Kentucky,Madison,-84.27800086,37.72018395,207,0.882774849,1.555499766,-0.036474901,-1.540360177,-0.724103443,0.229852052,-1.258025977,-1.945510479
21,153,Kentucky,Magoffin,-83.06491984,37.70646867,38,8.199691628,7.716456448,8.096872375,8.107654488,8.063282577,7.879209852,8.008750388,8.006491061
21,155,Kentucky,Marion,-85.26963485,37.55253624,62,-0.952812347,0.3032228,-2.845733976,-3.329579508,-2.548316506,-1.364811795,-3.604111698,-3.736362026
21,157,Kentucky,Marshall,-88.32936597,36.88345148,86,3.160698238,4.260712695,2.758244385,2.212421033,1.149997599,1.711520939,0.998140156,0.649011961
21,159,Kentucky,Martin,-82.51322837,37.80157765,11,8.254031456,8.258147132,8.300925283,8.397947841,8.184297402,8.259615704,8.209841892,8.300797316
21,161,Kentucky,Mason,-83.82418189,38.59516296,40,5.194932492,6.323103052,2.957033324,2.532818004,4.780943313,5.571947211,3.007381716,2.76058503
21,163,Kentucky,Meade,-86.2169747,37.96974152,102,12.0688412,12.60453247,9.958876236,10.00852055,10.54509831,11.06666983,9.189310535,9.175754533
21,165,Kentucky,Menifee,-83.59886917,37.94139007,23,4.561709151,5.488592088,4.598199536,4.483741156,4.717708386,5.543697531,4.728568633,4.609178003
21,167,Kentucky,Mercer,-84.87445404,37.81104172,141,-5.641265007,-3.962131636,-7.474931471,-7.803036699,-7.315407688,-5.998677625,-8.211543987,-8.357757188
21,169,Kentucky,Metcalfe,-85.62922746,36.99053095,86,1.925268939,3.138349003,0.631573479,0.380522896,0.423590016,1.515680166,-0.049529869,-0.239515666
21,171,Kentucky,Monroe,-85.71648092,36.71215495,54,6.990314811,7.830714079,6.555943863,6.367703772,6.069162618,6.602704461,5.898851648,5.744765766
21,173,Kentucky,Montgomery,-83.9131434,38.03351828,63,8.426657562,9.27716368,6.589163169,5.79665827,7.052715747,7.686251497,5.818658711,5.50840734
21,175,Kentucky,Morgan,-83.25888447,37.92228654,64,8.610049652,9.232743294,8.682212329,8.733596801,8.698467107,9.264492387,8.719923831,8.744786035
21,177,Kentucky,Muhlenberg,-87.14203302,37.21579124,48,4.489622816,4.489793392,3.745187598,3.09279742,2.353891797,2.341649764,1.905584025,1.628443268
21,179,Kentucky,Nelson,-85.46595677,37.80515561,213,5.351197259,5.771876309,4.329207857,3.553885753,4.042508353,4.360687599,3.12397638,2.812649591
21,181,Kentucky,Nicholas,-84.01530325,38.33555686,58,10.72716124,11.32514335,7.803710213,6.804739009,9.432358723,9.829841074,7.003311317,6.436214843
21,183,Kentucky,Ohio,-86.84888395,37.47819728,101,6.21558873,7.417282083,4.756291245,4.459076512,4.148320551,4.990472499,3.228210923,3.075084354
21,185,Kentucky,Oldham,-85.44834217,38.39943626,85,5.375564065,6.071282811,4.583691592,3.591565055,3.214805136,3.474877845,2.613168754,1.687244098
21,187,Kentucky,Owen,-84.82810462,38.51966575,105,7.861846311,8.368104148,4.779634016,4.031789429,6.712170352,7.364787461,4.624589774,4.079847442
21,189,Kentucky,Owsley,-83.68309656,37.41919973,8,8.374316792,8.599419065,8.844180946,8.272011488,8.577810163,8.683578823,8.77827415,8.467110046
21,191,Kentucky,Pendleton,-84.3602554,38.69563615,131,4.979978408,6.864771553,3.353489101,2.726632296,4.43866453,6.158110798,3.426641769,2.988080568
21,193,Kentucky,Perry,-83.22147195,37.24429987,13,3.92048307,3.841414832,3.987995476,4.028437721,3.979123415,3.902661445,4.031637675,4.101768094
21,195,Kentucky,Pike,-82.39582134,37.46907101,16,6.001090034,6.199539744,6.033418055,6.063235305,6.1246417,6.245746157,6.191620712,6.292077202
21,197,Kentucky,Powell,-83.82373277,37.83112596,28,5.865938851,6.471538891,5.851799001,5.827405667,5.975340939,6.425414651,5.980936242,5.995519524
21,199,Kentucky,Pulaski,-84.57718316,37.10389679,191,3.671767675,4.656053814,3.378720432,3.58140876,3.105975249,3.767042883,3.02406219,3.026884631
21,201,Kentucky,Robertson,-84.05203869,38.51881462,16,10.36342021,11.85146259,8.139691789,7.664057929,9.077699901,10.4529841,7.782685208,7.409345228
21,203,Kentucky,Rockcastle,-84.31598042,37.36515242,75,-17.4381472,-16.39395738,-17.71820685,-18.21333805,-17.98012782,-17.25653429,-18.09709947,-18.49097446
21,205,Kentucky,Rowan,-83.42110542,38.19625999,47,-7.126466547,-6.914296111,-7.270471306,-7.335458524,-7.157839018,-6.873504417,-7.257751018,-7.329812555
21,207,Kentucky,Russell,-85.05865147,36.99109063,57,0.770601332,1.567060357,0.357951744,0.533627215,-0.344226975,0.24466241,-0.614473355,-0.485988894
21,209,Kentucky,Scott,-84.58391213,38.29155023,92,2.516463201,3.109038709,1.784024057,-0.70062125,1.035799515,1.451344198,0.318809457,-1.089900876
21,211,Kentucky,Shelby,-85.19478148,38.21546483,198,-9.64643857,-9.278175564,-9.435347171,-10.59308129,-10.7732915,-10.66993185,-10.68051484,-11.57989429
21,213,Kentucky,Simpson,-86.58225183,36.7419501,60,2.492210896,2.894092315,2.235210364,1.22099423,0.316000323,0.645998152,0.184180004,-0.751873825
21,215,Kentucky,Spencer,-85.32780807,38.03252624,79,8.026481815,9.36371324,5.962919923,5.015967077,6.871522408,7.764404436,5.285176237,4.879267188
21,217,Kentucky,Taylor,-85.32792784,37.36646425,89,2.333266831,3.442495952,2.028738129,0.919296682,0.70099605,1.240090081,0.531649569,0.05245565
21,219,Kentucky,Todd,-87.17922888,36.83568663,80,-8.690222156,-8.144118344,-9.626664643,-10.86155214,-10.34834584,-9.953857999,-11.04721543,-11.73875327
21,221,Kentucky,Trigg,-87.87334333,36.80635779,70,2.896250761,4.782794962,2.49497906,2.640032685,1.709205945,3.037231225,1.556529966,1.62822424
21,223,Kentucky,Trimble,-85.33754265,38.61299513,53,12.27852446,13.46601734,11.11645971,11.51582168,11.32822063,12.51169916,10.64876545,10.98378256
21,225,Kentucky,Union,-87.94540321,37.65844132,15,5.546103271,5.582452025,5.587820502,4.922362575,2.561676876,2.660644962,2.530979485,2.516310299
21,227,Kentucky,Warren,-86.42381159,36.99357144,177,0.483156501,1.142549501,-0.076944233,-0.683400546,-1.289598045,-0.82416161,-1.898373159,-2.262681254
21,229,Kentucky,Washington,-85.17476728,37.75338274,108,7.162427913,8.348622872,4.257910792,3.452104939,5.661055569,6.347907048,3.589812364,3.267472974
21,231,Kentucky,Wayne,-84.82862211,36.80127995,74,4.479253703,4.623632713,4.666093211,4.748176923,3.596328181,3.746995991,3.756879217,3.871925095
21,233,Kentucky,Webster,-87.68316376,37.51844336,52,10.90113193,11.60306918,11.64734549,9.660320037,8.644768179,9.072280697,9.13098092,7.775177176
21,235,Kentucky,Whitley,-84.14517653,36.75809897,104,6.87615831,7.148824818,6.896427996,6.913521411,6.684592474,6.875540516,6.629980432,6.810337296
21,237,Kentucky,Wolfe,-83.4931659,37.73932048,37,8.324536968,8.107675524,8.01612443,8.114102553,8.339422854,8.294857548,8.199016632,8.203983492
21,239,Kentucky,Woodford,-84.74358264,38.0423844,54,6.13564015,6.282564775,6.367134795,3.719178302,4.825312456,4.785128234,4.848140943,3.171434422
22,1,Louisiana,Acadia,-92.41198699,30.29057151,60,4.120947812,4.019727503,3.77513888,2.77747829,4.168545684,3.991112506,4.125304239,3.069427605
22,3,Louisiana,Allen,-92.82802465,30.65296254,52,3.211344406,3.407961693,2.919598536,2.805191669,3.399941383,3.772010314,3.007541259,2.906593554
22,5,Louisiana,Ascension,-90.9113027,30.2036211,46,2.538700517,2.552574486,2.29209604,2.271978424,2.554803042,2.64755794,2.301797618,2.28013332
22,7,Louisiana,Assumption,-91.06076165,29.90238502,8,5.913579144,6.20047023,5.042030853,5.07819365,5.925982538,6.188163361,5.253273788,5.21986672
22,9,Louisiana,Avoyelles,-92.00144886,31.07628467,87,4.222969622,4.191454343,4.200011358,4.431643469,4.284760627,4.362331529,4.435341532,4.582484412
22,11,Louisiana,Beauregard,-93.34323608,30.64857395,157,3.404541239,4.316533956,3.441707117,3.322250022,3.737883047,4.785404321,3.701833532,3.584148147
22,13,Louisiana,Bienville,-93.05611422,32.34732922,31,7.578884189,7.579536901,7.480391674,7.229176419,7.405016231,7.431070753,7.316310207,7.166785547
22,15,Louisiana,Bossier,-93.60491309,32.67840374,92,-4.442545148,-4.14824448,-4.681761495,-4.725431621,-4.910503863,-4.696550302,-4.99792624,-5.041879071
22,17,Louisiana,Caddo,-93.88233839,32.58056114,95,0.946035299,1.146887295,0.769691856,0.597634201,0.53157641,0.694679685,0.171377745,-0.027143213
